t_resolution                            - 0.01
accuracy                                - 3

u                                       - 150.0
density                                 - 1.225
C                                       - 1.47
r                                       - 0.0213
start_angle                             - 45.0
start_height                            - 1.0
m                                       - 2.0
g_acceleration                          - -9.8

t	s	v	angle	v_vertical	v_horizontal	s_vertical	s_horizontal	air_resistance	air_resistance_vertical	air_resistance_horizontal	acceleration_vertical	acceleration_horizontal
0.42	44.143	140.479	44.972	99.285	99.383	43.142	43.142	-25.404	-17.961	-17.961	-18.78	-8.98
0.43	45.136	140.262	44.972	99.131	99.229	44.135	44.135	-25.325	-17.905	-17.905	-18.753	-8.953
0.44	46.128	140.045	44.972	98.978	99.076	45.127	45.127	-25.247	-17.85	-17.85	-18.725	-8.925
0.45	47.118	139.829	44.972	98.825	98.923	46.117	46.117	-25.169	-17.795	-17.795	-18.697	-8.897
0.46	48.107	139.613	44.972	98.672	98.77	47.106	47.106	-25.092	-17.74	-17.74	-18.67	-8.87
0.47	49.094	139.398	44.972	98.52	98.618	48.093	48.093	-25.014	-17.685	-17.685	-18.642	-8.842
0.48	50.08	139.183	44.971	98.368	98.466	49.079	49.079	-24.937	-17.631	-17.631	-18.615	-8.815
0.49	51.064	138.968	44.971	98.217	98.315	50.063	50.063	-24.86	-17.576	-17.576	-18.588	-8.788
0.5	52.047	138.754	44.971	98.065	98.163	51.046	51.046	-24.783	-17.522	-17.522	-18.561	-8.761
0.51	53.028	138.54	44.971	97.914	98.012	52.027	52.027	-24.707	-17.468	-17.468	-18.534	-8.734
0.52	54.007	138.327	44.971	97.763	97.861	53.006	53.006	-24.631	-17.414	-17.414	-18.507	-8.707
0.53	54.985	138.114	44.971	97.612	97.71	53.984	53.984	-24.555	-17.361	-17.361	-18.48	-8.68
0.54	55.961	137.901	44.971	97.462	97.56	54.96	54.96	-24.48	-17.307	-17.307	-18.454	-8.654
0.55	56.936	137.689	44.971	97.312	97.41	55.935	55.935	-24.404	-17.254	-17.254	-18.427	-8.627
0.56	57.909	137.477	44.971	97.162	97.26	56.908	56.908	-24.329	-17.201	-17.201	-18.4	-8.6
0.57	58.881	137.266	44.971	97.012	97.11	57.88	57.88	-24.255	-17.148	-17.148	-18.374	-8.574
0.58	59.851	137.055	44.971	96.864	96.962	58.85	58.85	-24.18	-17.095	-17.095	-18.348	-8.548
0.59	60.82	136.845	44.971	96.715	96.813	59.819	59.819	-24.106	-17.043	-17.043	-18.321	-8.521
0.6	61.787	136.635	44.971	96.566	96.664	60.786	60.786	-24.032	-16.991	-16.991	-18.295	-8.495
0.61	62.753	136.425	44.971	96.418	96.516	61.752	61.752	-23.958	-16.939	-16.939	-18.269	-8.469
0.62	63.718	136.216	44.971	96.27	96.368	62.717	62.717	-23.885	-16.887	-16.887	-18.243	-8.443
0.63	64.681	136.007	44.971	96.123	96.221	63.68	63.68	-23.812	-16.835	-16.835	-18.217	-8.417
0.64	65.643	135.799	44.971	95.975	96.073	64.642	64.642	-23.739	-16.783	-16.783	-18.192	-8.392
0.65	66.603	135.591	44.971	95.828	95.926	65.602	65.602	-23.666	-16.732	-16.732	-18.166	-8.366
0.66	67.562	135.383	44.971	95.681	95.779	66.561	66.561	-23.594	-16.681	-16.681	-18.14	-8.34
0.67	68.519	135.176	44.971	95.535	95.633	67.518	67.518	-23.521	-16.63	-16.63	-18.115	-8.315
0.68	69.475	134.969	44.971	95.389	95.487	68.474	68.474	-23.449	-16.579	-16.579	-18.089	-8.289
0.69	70.429	134.762	44.971	95.242	95.34	69.428	69.428	-23.378	-16.528	-16.528	-18.064	-8.264
0.7	71.382	134.556	44.97	95.096	95.194	70.381	70.381	-23.306	-16.477	-16.477	-18.039	-8.239
0.71	72.333	134.35	44.97	94.951	95.049	71.332	71.332	-23.235	-16.427	-16.427	-18.013	-8.213
0.72	73.283	134.145	44.97	94.806	94.904	72.282	72.282	-23.164	-16.377	-16.377	-17.988	-8.188
0.73	74.231	133.94	44.97	94.661	94.759	73.23	73.23	-23.093	-16.327	-16.327	-17.963	-8.163
0.74	75.178	133.735	44.97	94.516	94.614	74.177	74.177	-23.023	-16.277	-16.277	-17.938	-8.138
0.75	76.124	133.531	44.97	94.372	94.47	75.123	75.123	-22.952	-16.227	-16.227	-17.914	-8.114
0.76	77.068	133.327	44.97	94.228	94.326	76.067	76.067	-22.882	-16.178	-16.178	-17.889	-8.089
0.77	78.011	133.124	44.97	94.084	94.182	77.01	77.01	-22.812	-16.128	-16.128	-17.864	-8.064
0.78	78.952	132.921	44.97	93.94	94.038	77.951	77.951	-22.743	-16.079	-16.079	-17.84	-8.04
0.79	79.892	132.718	44.97	93.797	93.895	78.891	78.891	-22.674	-16.03	-16.03	-17.815	-8.015
0.8	80.83	132.516	44.97	93.654	93.752	79.829	79.829	-22.604	-15.981	-15.981	-17.791	-7.991
0.81	81.767	132.314	44.97	93.511	93.609	80.766	80.766	-22.536	-15.933	-15.933	-17.766	-7.966
0.82	82.702	132.112	44.97	93.369	93.467	81.701	81.701	-22.467	-15.884	-15.884	-17.742	-7.942
0.83	83.636	131.911	44.97	93.226	93.324	82.635	82.635	-22.398	-15.836	-15.836	-17.718	-7.918
0.84	84.569	131.71	44.97	93.084	93.182	83.568	83.568	-22.33	-15.788	-15.788	-17.694	-7.894
0.85	85.5	131.51	44.97	92.942	93.04	84.499	84.499	-22.262	-15.739	-15.739	-17.67	-7.87
0.86	86.43	131.31	44.97	92.801	92.899	85.429	85.429	-22.195	-15.692	-15.692	-17.646	-7.846
0.87	87.358	131.11	44.97	92.66	92.758	86.357	86.357	-22.127	-15.644	-15.644	-17.622	-7.822
0.88	88.285	130.911	44.97	92.519	92.617	87.284	87.284	-22.06	-15.596	-15.596	-17.598	-7.798
0.89	89.211	130.712	44.97	92.378	92.476	88.21	88.21	-21.993	-15.549	-15.549	-17.575	-7.775
0.9	90.135	130.513	44.97	92.238	92.336	89.134	89.134	-21.926	-15.502	-15.502	-17.551	-7.751
0.91	91.058	130.315	44.97	92.097	92.195	90.057	90.057	-21.859	-15.455	-15.455	-17.527	-7.727
0.92	91.979	130.117	44.969	91.958	92.056	90.978	90.978	-21.793	-15.408	-15.408	-17.504	-7.704
0.93	92.899	129.919	44.969	91.818	91.916	91.898	91.898	-21.727	-15.361	-15.361	-17.481	-7.681
0.94	93.818	129.722	44.969	91.678	91.776	92.817	92.817	-21.661	-15.314	-15.314	-17.457	-7.657
0.95	94.735	129.525	44.969	91.539	91.637	93.734	93.734	-21.595	-15.268	-15.268	-17.434	-7.634
0.96	95.651	129.329	44.969	91.4	91.498	94.65	94.65	-21.53	-15.222	-15.222	-17.411	-7.611
0.97	96.565	129.133	44.969	91.262	91.36	95.564	95.564	-21.465	-15.176	-15.176	-17.388	-7.588
0.98	97.478	128.937	44.969	91.123	91.221	96.477	96.477	-21.4	-15.13	-15.13	-17.365	-7.565
0.99	98.39	128.742	44.969	90.985	91.083	97.389	97.389	-21.335	-15.084	-15.084	-17.342	-7.542
1.0	99.3	128.547	44.969	90.847	90.945	98.299	98.299	-21.27	-15.038	-15.038	-17.319	-7.519
1.01	100.209	128.352	44.969	90.71	90.808	99.208	99.208	-21.206	-14.993	-14.993	-17.296	-7.496
1.02	101.116	128.158	44.969	90.572	90.67	100.115	100.115	-21.142	-14.947	-14.947	-17.274	-7.474
1.03	102.022	127.964	44.969	90.435	90.533	101.021	101.021	-21.078	-14.902	-14.902	-17.251	-7.451
1.04	102.927	127.77	44.969	90.298	90.396	101.926	101.926	-21.014	-14.857	-14.857	-17.228	-7.428
1.05	103.83	127.577	44.969	90.161	90.259	102.829	102.829	-20.95	-14.812	-14.812	-17.206	-7.406
1.06	104.732	127.384	44.969	90.025	90.123	103.731	103.731	-20.887	-14.767	-14.767	-17.184	-7.384
1.07	105.633	127.191	44.969	89.889	89.987	104.632	104.632	-20.824	-14.723	-14.723	-17.161	-7.361
1.08	106.532	126.999	44.969	89.753	89.851	105.531	105.531	-20.761	-14.678	-14.678	-17.139	-7.339
1.09	107.43	126.807	44.969	89.617	89.715	106.429	106.429	-20.698	-14.634	-14.634	-17.117	-7.317
1.1	108.327	126.615	44.969	89.482	89.58	107.326	107.326	-20.636	-14.589	-14.589	-17.095	-7.295
1.11	109.222	126.424	44.969	89.346	89.444	108.221	108.221	-20.573	-14.545	-14.545	-17.073	-7.273
1.12	110.116	126.233	44.969	89.211	89.309	109.115	109.115	-20.511	-14.501	-14.501	-17.051	-7.251
1.13	111.008	126.042	44.968	89.076	89.174	110.007	110.007	-20.449	-14.458	-14.458	-17.029	-7.229
1.14	111.899	125.941	44.928	88.942	89.166	110.898	110.899	-20.387	-14.414	-14.434	-17.007	-7.217
1.15	112.788	125.751	44.887	88.744	89.094	111.787	111.791	-20.355	-14.37	-14.411	-16.985	-7.206
1.16	113.676	125.562	44.887	88.611	88.96	112.675	112.681	-20.293	-14.327	-14.368	-16.964	-7.184
1.17	114.562	125.373	44.887	88.477	88.826	113.561	113.57	-20.232	-14.284	-14.325	-16.942	-7.162
1.18	115.447	125.184	44.887	88.344	88.693	114.446	114.458	-20.172	-14.241	-14.281	-16.921	-7.141
1.19	116.331	124.996	44.887	88.211	88.559	115.33	115.344	-20.111	-14.198	-14.238	-16.899	-7.119
1.2	117.213	124.808	44.887	88.078	88.426	116.212	116.229	-20.05	-14.156	-14.196	-16.878	-7.098
1.21	118.094	124.62	44.887	87.946	88.293	117.093	117.113	-19.99	-14.113	-14.153	-16.857	-7.077
1.22	118.974	124.432	44.887	87.813	88.16	117.973	117.995	-19.93	-14.071	-14.11	-16.835	-7.055
1.23	119.852	124.245	44.887	87.681	88.028	118.851	118.876	-19.87	-14.028	-14.068	-16.814	-7.034
1.24	120.729	124.058	44.887	87.549	87.895	119.728	119.756	-19.81	-13.986	-14.026	-16.793	-7.013
1.25	121.605	123.871	44.887	87.417	87.763	120.604	120.634	-19.751	-13.944	-13.983	-16.772	-6.992
1.26	122.48	123.685	44.887	87.285	87.631	121.479	121.511	-19.691	-13.902	-13.941	-16.751	-6.971
1.27	123.353	123.499	44.887	87.154	87.499	122.352	122.387	-19.632	-13.86	-13.9	-16.73	-6.95
1.28	124.225	123.313	44.887	87.023	87.368	123.224	123.261	-19.573	-13.819	-13.858	-16.709	-6.929
1.29	125.096	123.128	44.887	86.892	87.237	124.095	124.134	-19.514	-13.777	-13.816	-16.689	-6.908
1.3	125.965	122.943	44.887	86.762	87.106	124.964	125.006	-19.456	-13.736	-13.775	-16.668	-6.887
1.31	126.833	122.758	44.887	86.631	86.975	125.832	125.876	-19.397	-13.694	-13.733	-16.647	-6.867
1.32	127.7	122.574	44.887	86.501	86.844	126.699	126.745	-19.339	-13.653	-13.692	-16.627	-6.846
1.33	128.565	122.39	44.886	86.371	86.714	127.564	127.613	-19.281	-13.612	-13.651	-16.606	-6.825
1.34	129.429	122.293	44.846	86.241	86.706	128.428	128.481	-19.223	-13.572	-13.629	-16.586	-6.815
1.35	130.291	122.11	44.805	86.051	86.638	129.29	129.348	-19.193	-13.531	-13.608	-16.565	-6.804
